19:00;>if (window.ytcsi) {window.ytcsi.tick('pdc', null, '');}</script><script nonce=
19:01;>if (window.ytcsi) {window.ytcsi.tick('pdc', null, '');}</script><script nonce=
19:02;>if (window.ytcsi) {window.ytcsi.tick('pdc', null, '');}</script><script nonce=
19:03;>if (window.ytcsi) {window.ytcsi.tick('pdc', null, '');}</script><script nonce=
19:04;>if (window.ytcsi) {window.ytcsi.tick('pdc', null, '');}</script><script nonce=
19:05;>if (window.ytcsi) {window.ytcsi.tick('pdc', null, '');}</script><script nonce=
19:06;>if (window.ytcsi) {window.ytcsi.tick('pdc', null, '');}</script><script nonce=
19:07;19
19:08;12
19:09;15
19:10;17
19:11;20
19:12;19
19:13;18
19:14;18
19:15;21
19:16;21
19:17;22
19:18;25
19:19;23
19:20;23
19:21;23
19:22;23
19:23;25
19:24;26
19:25;26
19:26;28
19:27;25
19:28;26
19:29;26
19:30;24
19:31;27
19:32;25
19:33;26
19:34;26
19:35;27
19:36;27
19:37;26
19:38;24
19:39;27
19:40;26
19:41;28
19:42;27
19:43;28
19:44;27
19:45;27
19:46;27
19:47;28
19:48;28
19:49;28
19:50;29
19:51;28
19:52;27
19:53;26
19:54;27
19:55;28
19:56;26
19:57;27
19:58;27
19:59;25
20:00;26
20:01;27
20:02;27
20:03;28
20:04;25
20:05;26
20:06;26
20:07;26
20:08;26
20:09;22
20:10;22
20:11;22
20:12;22
20:13;26
20:14;21
20:15;22
20:16;18
20:17;18
20:18;20
20:19;19
20:20;18
20:21;18
20:22;18
20:23;18
20:24;18
20:25;18
20:26;16
20:27;16
20:28;16
20:29;16
20:30;16
20:31;15
20:32;15
20:33;15
20:34;16
20:35;16
20:36;16
